R1009B50E	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	1000.0	B
R10722479		0	1000.0	LR
R10781F33	bact:BTUB_ECOLI+bact:EXBB_ECOLI+bact:EXBD_ECOLI+bact:TONB_ECOLI	0	1000.0	LR
R107F1065	bact:GHRB_ECOLI	0	1000.0	LR
R1080E900	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	1000.0	B
R10941DF5	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	1000.0	B
R10952ECA	bact:TSX_ECOLI	-1000.0	1000.0	B
R10A77C5A	bact:PDXK_ECOLI;bact:THID_ECOLI	-1000.0	0	RL
R10AB5DD4	bact:FABB_ECOLI;bact:FABF_ECOLI	-1000.0	0	RL
R10D9B803	bact:PA1_ECOLI	-1000.0	0	RL
R10DA26CA	bact:TRPGD_ECOLI	-1000.0	0	RL
R11308286	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	1000.0	B
R114DB993	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	1000.0	B
R116941BB	bact:FABA_ECOLI;bact:FABZ_ECOLI	-1000.0	0	RL
R11712DFE		0	1000.0	LR
R11895B3D	bact:HIS1_ECOLI	-1000.0	0	RL
R11CAE0A7	bact:PGSA_ECOLI	-1000.0	0	RL
R11DC53E4		0	1000.0	LR
R11EB52FD		0	1000.0	LR
R12059CEF	bact:ACTP_ECOLI	0	1000.0	LR
R120D7BDE	bact:LPLT_ECOLI	0	1000.0	LR
R121989DB	bact:INGK_ECOLI	-1000.0	0	RL
R122ED981	bact:MSBA_ECOLI	-1000.0	0	RL
R1264A552	bact:TESA_ECOLI	-1000.0	0	RL
R12AD8770		0	1000.0	LR
R12F100CE	bact:MSBA_ECOLI	-1000.0	0	RL
R131668B3	bact:MOBA_ECOLI;bact:MOBA_ECOLI+bact:MOBB_ECOLI	-1000.0	0	RL
R131858F	bact:FENR_ECOLI+bact:FLAV_ECOLI+bact:NRDD_ECOLI+bact:NRDG_ECOLI;bact:FENR_ECOLI+bact:FLAW_ECOLI+bact:NRDD_ECOLI+bact:NRDG_ECOLI;bact:FLAV_ECOLI+bact:NRDD_ECOLI;bact:FLAW_ECOLI+bact:NRDD_ECOLI	0	1000.0	LR
R13572A5C	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	1000.0	B
R13647D56	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	1000.0	B
R136A85E1	bact:PUUA_ECOLI	0	1000.0	LR
R138A7388	bact:PA1_ECOLI	0	1000.0	LR
R138C7381		-1000.0	0	RL
R13CCCB98	bact:FIEF_ECOLI;bact:ZITB_ECOLI	0	1000.0	LR
R13F29A9B	bact:THIE_ECOLI	-1000.0	0	RL
R141B499F	bact:GHRB_ECOLI	-1000.0	0	RL
R142916A0	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	1000.0	B
R144EB5F8	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	1000.0	B
R145FB8D6	bact:MMUM_ECOLI	0	1000.0	LR
R1462119F	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	1000.0	B
R14645608	bact:AAS_ECOLI	-1000.0	0	RL
R14957F70	bact:TRPA_ECOLI+bact:TRPB_ECOLI	-1000.0	0	RL
R14B773AB	bact:ZNTA_ECOLI	-1000.0	0	RL
R14D082F0	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	1000.0	B
R150E0180		0	1000.0	LR
R15102128	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	1000.0	B
R1516F209	bact:FCTA_ECOLI	-1000.0	1000.0	B
R151ACD7	bact:EXBB_ECOLI+bact:EXBD_ECOLI+bact:FEPA_ECOLI+bact:TONB_ECOLI	0	1000.0	LR
R155D7893		0	1000.0	LR
R15953B9A	bact:GLDA_ECOLI	0	1000.0	LR
R159D5A5D	bact:PSD_ECOLI	-1000.0	0	RL
R15DF7064		-1000.0	1000.0	B
R15E00B56	bact:MSBA_ECOLI	-1000.0	0	RL
R15F4E9E9	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	1000.0	B
R162B05F1		0	1000.0	LR
R163AAC8E	bact:NUPC_ECOLI;bact:NUPG_ECOLI	0	1000.0	LR
R165B79B0	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	1000.0	B
R166C05C6	bact:CAID_ECOLI	-1000.0	1000.0	B
R166F3A71	bact:TRPA_ECOLI+bact:TRPB_ECOLI	-1000.0	0	RL
R1695EE12		0	1000.0	LR
R16AA0DCC	bact:KAD_ECOLI;bact:NDK_ECOLI	-1000.0	1000.0	B
R16BDA5E8		0	1000.0	LR
R16C7E9E8	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	0	RL
R16CBC912		-1000.0	0	RL
R16D965AC		0	1000.0	LR
R16FBD0E6	bact:ILVE_ECOLI	-1000.0	1000.0	B
R1723CBEB	bact:GLYA_ECOLI;bact:LTAE_ECOLI	0	1000.0	LR
R173C6447	bact:DHPS_ECOLI	0	1000.0	LR
R174A97E1	bact:EPTB_ECOLI	-1000.0	0	RL
R17BC336C	bact:FENR_ECOLI+bact:FLAV_ECOLI+bact:NRDD_ECOLI+bact:NRDG_ECOLI;bact:FENR_ECOLI+bact:FLAW_ECOLI+bact:NRDD_ECOLI+bact:NRDG_ECOLI;bact:FLAV_ECOLI+bact:NRDD_ECOLI;bact:FLAW_ECOLI+bact:NRDD_ECOLI	-1000.0	0	RL
R17C640DD	bact:PSD_ECOLI	-1000.0	0	RL
R17E227F	bact:RFAQ_ECOLI	-1000.0	0	RL
R17EB1236	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	1000.0	B
R18463D07	bact:XYLA_ECOLI	-1000.0	1000.0	B
R184BBAEB	bact:FABH_ECOLI	-1000.0	0	RL
R186CDF18	bact:UXAC_ECOLI	-1000.0	1000.0	B
R1872D5AE	bact:EUTB_ECOLI+bact:EUTC_ECOLI	-1000.0	0	RL
R18775C3C	bact:ASNA_ECOLI	0	1000.0	LR
R1880E543	bact:PANF_ECOLI	0	1000.0	LR
R18C19F4	bact:BIOA_ECOLI	-1000.0	1000.0	B
R18E86EAA	SPONTANEOUS	-1000.0	0	RL
R18EE6C7D	bact:ALSK_ECOLI	0	1000.0	LR
R190201DD	bact:CYSH_ECOLI+bact:THIO2_ECOLI;bact:CYSH_ECOLI+bact:THIO_ECOLI	-1000.0	0	RL
R19302B30		-1000.0	1000.0	B
R19302B30	bact:CYCA_ECOLI	0	1000.0	LR
R1942C634	bact:FABA_ECOLI;bact:FABZ_ECOLI	0	1000.0	LR
R194C9C3A	bact:PLSY_ECOLI	0	1000.0	LR
R19758DA8		0	1000.0	LR
R19A156DE		0	1000.0	LR
R19A587DF	bact:LPLT_ECOLI	0	1000.0	LR
R19A7AD54	bact:ANMK_ECOLI	-1000.0	0	RL
R19C1B2BE	bact:PLDB_ECOLI	0	1000.0	LR
R19C935D9	bact:FIEF_ECOLI;bact:ZITB_ECOLI	0	1000.0	LR
R19CADD3A	bact:MAZG_ECOLI;bact:MUTT_ECOLI	-1000.0	0	RL
R19CB1F	bact:CYSA_ECOLI+bact:CYSP_ECOLI+bact:CYST_ECOLI+bact:CYSW_ECOLI;bact:CYSA_ECOLI+bact:CYST_ECOLI+bact:CYSW_ECOLI+bact:SUBI_ECOLI;bact:MODA_ECOLI+bact:MODB_ECOLI+bact:MODC_ECOLI	-1000.0	0	RL
R19CFFD43	bact:ARGT_ECOLI+bact:HISM_ECOLI+bact:HISP_ECOLI+bact:HISQ_ECOLI	-1000.0	0	RL
R19DC042B	bact:TRPC_ECOLI	-1000.0	0	RL
R19F4563A	bact:CODB_ECOLI	0	1000.0	LR
R19FBC8F6	bact:PA1_ECOLI	-1000.0	0	RL
R1A0132C7	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	1000.0	B
R1A3265CD	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	1000.0	B
R1A3FAD66	bact:SUPH_ECOLI	0	1000.0	LR
R1AAEFE09	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	1000.0	B
R1AB5D34A	bact:PNCA_ECOLI	-1000.0	0	RL
R1AC59AD5		0	1000.0	LR
R1ACCFAC8	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	1000.0	B
R1B0C86C0	bact:NORV_ECOLI+bact:NORW_ECOLI	0	1000.0	LR
R1B0EEEA6		0	1000.0	LR
R1B34A726	bact:KCH_ECOLI;bact:KUP_ECOLI;bact:SAPD_ECOLI+bact:TRKA_ECOLI+bact:TRKG_ECOLI;bact:SAPD_ECOLI+bact:TRKA_ECOLI+bact:TRKH_ECOLI	0	1000.0	LR
R1B491561		0	1000.0	LR
R1B68F2C3		0	1000.0	LR
R1B6C856D	bact:TTDA_ECOLI+bact:TTDB_ECOLI	-1000.0	0	RL
R1B812DF8	bact:AMPD_ECOLI	0	1000.0	LR
R1B820E4B	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	1000.0	B
R1BAE5916	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	1000.0	B
R1BD00C68	bact:ACCA_ECOLI+bact:ACCC_ECOLI+bact:ACCD_ECOLI+bact:BCCP_ECOLI	-1000.0	0	RL
R1BE8547	bact:ALLC_ECOLI	-1000.0	0	RL
R1C260C6A	bact:PYRE_ECOLI	-1000.0	1000.0	B
R1C28D085		0	1000.0	LR
R1C4639B3	bact:OMPC_ECOLI;bact:OMPF_ECOLI;bact:OMPN_ECOLI;bact:PHOE_ECOLI	-1000.0	1000.0	B
R1C6CB8DD	bact:ACRA_ECOLI+bact:ACRB_ECOLI+bact:TOLC_ECOLI;bact:ACRA_ECOLI+bact:ACRD_ECOLI+bact:TOLC_ECOLI	0	1000.0	LR
R1C807A92	bact:PGPA_ECOLI;bact:PGPB_ECOLI	0	1000.0	LR
